ชื่ออาหาร,จำนวน,ราคา,มูลค่า
ข้าวเหนียว,2,54,108
ลาบหมู,3,46,138
ลาบหมู,3,107,321
น้ำตกหมู,3,111,333
ตำปู,4,33,132
ปลาร้าบอง,2,98,196
น้ำตกหมู,1,80,80
หมูยอ,5,76,380
ซุปหน่อไม้,4,114,456
ไก่ย่าง,1,45,45
ลาบหมู,5,102,510
ซุปหน่อไม้,4,124,496
ก้อยปลา,2,144,288
ต้มแซ่บ,4,127,508
ซุปหน่อไม้,3,131,393
แจ่วบอง,3,146,438
ก้อยปลา,5,40,200
ปลาร้าบอง,2,131,262
ก้อยปลา,2,110,220
ตำแตง,2,46,92
หมูยอ,4,136,544
แหนม,3,99,297
หมกหน่อไม้,4,69,276
ตำแตง,4,99,396
ข้าวเหนียว,5,122,610
แจ่วบอง,1,105,105
ข้าวจี่,5,30,150
หมกหน่อไม้,5,98,490
ข้าวจี่,4,56,224
ตำปู,5,32,160
ปลาร้าบอง,3,41,123
หมูยอ,2,146,292
หมกหน่อไม้,5,85,425
ตำปู,1,100,100
ก้อยปลา,2,90,180
ตำปู,4,119,476
ไก่ย่าง,4,74,296
ปลาร้าบอง,4,138,552
ตำแตง,1,137,137
ไก่ย่าง,1,116,116
ตำปู,3,83,249
ตำไทย,4,62,248
ข้าวจี่,4,77,308
ส้มตำ,3,40,120
ไก่ย่าง,3,131,393
ตำแตง,2,146,292
แหนม,1,125,125
ตำแตง,1,67,67
น้ำตกหมู,2,64,128
ลาบหมู,4,81,324
ตำแตง,5,110,550
ตำไทย,5,142,710
ส้มตำ,1,80,80
หมูยอ,5,40,200
ข้าวเหนียว,2,146,292
ไส้กรอกอีสาน,2,72,144
ปลาร้าบอง,1,135,135
หมกหน่อไม้,2,64,128
ตำแตง,2,96,192
ลาบหมู,4,52,208
ต้มแซ่บ,2,112,224
ซุปหน่อไม้,4,133,532
หมูยอ,2,104,208
ซุปหน่อไม้,5,133,665
ตำไทย,2,63,126
ข้าวจี่,1,39,39
หมกหน่อไม้,3,74,222
ส้มตำ,5,126,630
ลาบหมู,1,78,78
ตำไทย,2,39,78
ปลาร้าบอง,2,110,220
ตำปู,3,135,405
ตำปู,3,54,162
แกงอ่อม,2,128,256
ต้มแซ่บ,1,75,75
แจ่วบอง,5,124,620
ไส้กรอกอีสาน,5,139,695
ข้าวจี่,3,55,165
ซุปหน่อไม้,1,133,133
ส้มตำ,3,126,378
ปลาร้าบอง,2,93,186
แกงอ่อม,2,71,142
ปลาร้าบอง,5,37,185
ลาบหมู,1,149,149
ก้อยปลา,2,63,126
ข้าวเหนียว,1,39,39
ตำปู,1,53,53
แหนม,2,118,236
ไก่ย่าง,2,65,130
แกงอ่อม,1,114,114
ปลาร้าบอง,4,102,408
หมกหน่อไม้,2,88,176
ก้อยปลา,2,133,266
ไส้กรอกอีสาน,3,49,147
ปลาดุกย่าง,2,87,174
ส้มตำ,1,71,71
ก้อยปลา,2,95,190
แกงอ่อม,1,131,131
ปลาร้าบอง,5,48,240
แกงอ่อม,3,118,354
ไส้กรอกอีสาน,3,74,222
แหนม,1,88,88
หมกหน่อไม้,1,108,108
ต้มแซ่บ,1,131,131
ต้มแซ่บ,2,90,180
ซุปหน่อไม้,2,47,94
แจ่วบอง,2,114,228
ข้าวเหนียว,2,31,62
หมกหน่อไม้,5,40,200
แหนม,1,81,81
ก้อยปลา,4,57,228
แกงอ่อม,2,58,116
แหนม,1,93,93
หมูยอ,5,130,650
ปลาร้าบอง,4,94,376
หมูยอ,2,67,134
ตำปู,4,150,600
แจ่วบอง,5,81,405
แกงอ่อม,3,133,399
แจ่วบอง,1,90,90
น้ำตกหมู,1,109,109
ไก่ย่าง,2,56,112
แจ่วบอง,1,39,39
ก้อยปลา,2,45,90
แจ่วบอง,1,140,140
หมูยอ,2,43,86
แหนม,1,77,77
หมกหน่อไม้,2,82,164
ตำแตง,5,106,530
แกงอ่อม,3,85,255
ตำแตง,5,56,280
ส้มตำ,5,63,315
ไก่ย่าง,4,40,160
ก้อยปลา,5,148,740
น้ำตกหมู,1,63,63
ไก่ย่าง,2,127,254
ปลาร้าบอง,3,107,321
ปลาร้าบอง,2,78,156
ซุปหน่อไม้,3,44,132
ข้าวเหนียว,1,64,64
ต้มแซ่บ,4,67,268
ก้อยปลา,3,95,285
ซุปหน่อไม้,1,72,72
หมูยอ,3,106,318
ปลาร้าบอง,3,36,108
ตำแตง,1,93,93
หมกหน่อไม้,1,79,79
ปลาดุกย่าง,3,132,396
ตำแตง,4,95,380
ไส้กรอกอีสาน,4,117,468
ต้มแซ่บ,4,50,200
แจ่วบอง,4,126,504
แกงอ่อม,3,115,345
ตำแตง,2,90,180
ปลาร้าบอง,2,121,242
ตำปู,3,78,234
แจ่วบอง,2,34,68
ต้มแซ่บ,3,118,354
ซุปหน่อไม้,4,100,400
แจ่วบอง,3,62,186
ก้อยปลา,4,130,520
หมกหน่อไม้,3,140,420
ส้มตำ,1,134,134
ไก่ย่าง,3,141,423
หมูยอ,2,89,178
ตำปู,5,126,630
ข้าวจี่,4,128,512
ข้าวจี่,3,116,348
ข้าวเหนียว,1,118,118
ไส้กรอกอีสาน,2,124,248
ไก่ย่าง,3,117,351
ซุปหน่อไม้,5,120,600
ต้มแซ่บ,3,43,129
หมูยอ,3,139,417
ข้าวจี่,3,86,258
ก้อยปลา,2,121,242
ลาบหมู,1,134,134
ไส้กรอกอีสาน,4,104,416
แจ่วบอง,4,124,496
ข้าวจี่,4,57,228
ต้มแซ่บ,5,58,290
ตำปู,1,108,108
ต้มแซ่บ,3,90,270
แหนม,1,121,121
ส้มตำ,4,117,468
แหนม,1,68,68
ปลาร้าบอง,1,62,62
ปลาดุกย่าง,2,110,220
ต้มแซ่บ,2,100,200
ต้มแซ่บ,1,93,93
ซุปหน่อไม้,1,120,120
น้ำตกหมู,2,78,156
ซุปหน่อไม้,3,31,93
แจ่วบอง,3,37,111
ปลาดุกย่าง,4,115,460
ไก่ย่าง,1,131,131
ปลาดุกย่าง,5,118,590
ปลาดุกย่าง,1,54,54
ข้าวจี่,2,98,196
ส้มตำ,5,134,670
น้ำตกหมู,1,80,80
ตำปู,3,120,360
น้ำตกหมู,5,55,275
ปลาร้าบอง,1,37,37
ลาบหมู,1,34,34
ปลาดุกย่าง,1,146,146
แกงอ่อม,1,38,38
ไส้กรอกอีสาน,3,133,399
ต้มแซ่บ,3,114,342
หมกหน่อไม้,1,42,42
แกงอ่อม,3,46,138
แหนม,5,55,275
ส้มตำ,4,85,340
ตำไทย,1,123,123
ตำไทย,5,71,355
แจ่วบอง,4,127,508
ตำไทย,5,150,750
ปลาดุกย่าง,2,141,282
แหนม,4,69,276
ตำปู,2,102,204
ไส้กรอกอีสาน,3,133,399
ไก่ย่าง,1,136,136
ตำไทย,1,74,74
ตำไทย,2,108,216
ตำแตง,3,121,363
ตำไทย,2,88,176
ต้มแซ่บ,4,102,408
ไก่ย่าง,5,136,680
น้ำตกหมู,3,67,201
แหนม,1,62,62
หมกหน่อไม้,5,92,460
หมกหน่อไม้,5,108,540
ข้าวเหนียว,2,135,270
ไส้กรอกอีสาน,4,70,280
ลาบหมู,5,90,450
ไก่ย่าง,4,42,168
ตำปู,5,103,515
ปลาดุกย่าง,4,102,408
ข้าวจี่,1,110,110
ซุปหน่อไม้,3,59,177
ปลาร้าบอง,2,130,260
ต้มแซ่บ,3,124,372
ไส้กรอกอีสาน,1,85,85
หมกหน่อไม้,1,133,133
ลาบหมู,2,120,240
ลาบหมู,1,113,113
ลาบหมู,1,53,53
หมกหน่อไม้,4,57,228
ไส้กรอกอีสาน,2,38,76
น้ำตกหมู,4,139,556
ข้าวจี่,5,136,680
น้ำตกหมู,1,56,56
ปลาดุกย่าง,2,39,78
ซุปหน่อไม้,5,67,335
ปลาดุกย่าง,1,33,33
ตำปู,4,71,284
หมูยอ,2,42,84
ไก่ย่าง,5,148,740
แจ่วบอง,5,106,530
แกงอ่อม,1,67,67
ปลาดุกย่าง,2,106,212
หมูยอ,5,33,165
ตำไทย,3,65,195
หมูยอ,5,101,505
แกงอ่อม,1,52,52
ส้มตำ,4,70,280
ตำแตง,3,145,435
แจ่วบอง,4,64,256
ลาบหมู,1,90,90
น้ำตกหมู,2,60,120
หมูยอ,5,48,240
ปลาดุกย่าง,2,137,274
แจ่วบอง,1,32,32
หมกหน่อไม้,2,43,86
ปลาดุกย่าง,4,118,472
แจ่วบอง,3,59,177
หมกหน่อไม้,2,63,126
ก้อยปลา,2,126,252
ข้าวเหนียว,2,143,286
ลาบหมู,5,67,335
ไส้กรอกอีสาน,2,75,150
ปลาร้าบอง,3,88,264
ปลาร้าบอง,2,32,64
แจ่วบอง,2,109,218
ส้มตำ,1,118,118
ข้าวจี่,1,41,41
หมกหน่อไม้,1,67,67
ปลาร้าบอง,1,81,81
ปลาร้าบอง,1,139,139
หมกหน่อไม้,3,85,255
ไก่ย่าง,3,78,234
ปลาร้าบอง,5,128,640
ข้าวเหนียว,4,103,412
แจ่วบอง,3,33,99
ส้มตำ,2,71,142
แกงอ่อม,5,125,625
แกงอ่อม,2,148,296
ตำปู,4,130,520
ไส้กรอกอีสาน,3,106,318
หมกหน่อไม้,4,58,232
แจ่วบอง,5,140,700
แหนม,2,106,212
หมูยอ,2,124,248
แหนม,1,128,128
ไส้กรอกอีสาน,1,52,52
ซุปหน่อไม้,3,36,108
ต้มแซ่บ,4,104,416
หมูยอ,5,82,410
หมูยอ,1,67,67
ไก่ย่าง,2,144,288
ซุปหน่อไม้,2,33,66
ไก่ย่าง,3,102,306
หมกหน่อไม้,5,110,550
ปลาร้าบอง,4,84,336
ปลาร้าบอง,4,56,224
แกงอ่อม,1,125,125
ข้าวจี่,5,81,405
ข้าวจี่,4,40,160
แจ่วบอง,3,83,249
ต้มแซ่บ,2,146,292
ปลาดุกย่าง,5,149,745
ตำแตง,1,58,58
น้ำตกหมู,3,110,330
ตำปู,5,38,190
แหนม,1,122,122
ส้มตำ,2,55,110
ปลาดุกย่าง,4,127,508
ปลาดุกย่าง,3,130,390
ข้าวเหนียว,4,122,488
ไก่ย่าง,5,95,475
ส้มตำ,1,77,77
ต้มแซ่บ,3,149,447
แหนม,2,55,110
ไก่ย่าง,5,130,650
หมูยอ,5,120,600
ปลาร้าบอง,5,53,265
แจ่วบอง,5,90,450
หมูยอ,2,66,132
ข้าวเหนียว,1,96,96
ต้มแซ่บ,1,67,67
หมกหน่อไม้,2,144,288
ข้าวเหนียว,2,52,104
ต้มแซ่บ,4,116,464
แกงอ่อม,1,63,63
แจ่วบอง,4,136,544
ปลาดุกย่าง,2,107,214
แจ่วบอง,4,143,572
ก้อยปลา,5,76,380
ไก่ย่าง,2,43,86
ก้อยปลา,3,109,327
ส้มตำ,3,72,216
หมกหน่อไม้,2,131,262
ไก่ย่าง,5,136,680
ลาบหมู,5,80,400
หมกหน่อไม้,1,77,77
แจ่วบอง,4,138,552
แกงอ่อม,3,64,192
ก้อยปลา,2,143,286
น้ำตกหมู,5,98,490
ลาบหมู,1,144,144
หมกหน่อไม้,3,124,372
ปลาดุกย่าง,5,66,330
ก้อยปลา,5,88,440
ตำปู,4,97,388
ไส้กรอกอีสาน,1,53,53
หมูยอ,1,35,35
หมูยอ,2,80,160
แหนม,3,112,336
หมูยอ,5,42,210
ลาบหมู,1,102,102
ไก่ย่าง,5,96,480
ตำแตง,2,119,238
ต้มแซ่บ,4,148,592
ไส้กรอกอีสาน,3,42,126
ต้มแซ่บ,2,91,182
น้ำตกหมู,1,55,55
น้ำตกหมู,1,149,149
ตำแตง,3,106,318
ปลาดุกย่าง,3,62,186
ส้มตำ,3,150,450
ตำแตง,1,128,128
ต้มแซ่บ,4,43,172
หมกหน่อไม้,1,89,89
หมกหน่อไม้,4,53,212
ตำแตง,5,97,485
หมกหน่อไม้,2,65,130
ก้อยปลา,5,36,180
ข้าวจี่,1,128,128
ข้าวเหนียว,3,118,354
ตำปู,2,131,262
ลาบหมู,4,111,444
ลาบหมู,3,40,120
ข้าวจี่,4,96,384
ตำปู,5,69,345
ซุปหน่อไม้,3,93,279
ต้มแซ่บ,1,130,130
น้ำตกหมู,1,130,130
ต้มแซ่บ,3,141,423
ข้าวจี่,5,139,695
น้ำตกหมู,4,77,308
ข้าวเหนียว,5,131,655
ไก่ย่าง,1,60,60
แจ่วบอง,2,46,92
น้ำตกหมู,1,42,42
แหนม,4,58,232
ปลาดุกย่าง,1,147,147
ไส้กรอกอีสาน,5,145,725
แจ่วบอง,4,136,544
ข้าวจี่,5,55,275
หมูยอ,1,150,150
แจ่วบอง,2,84,168
แกงอ่อม,3,126,378
แจ่วบอง,5,122,610
ปลาดุกย่าง,2,112,224
ส้มตำ,4,48,192
ไก่ย่าง,1,118,118
ปลาดุกย่าง,1,43,43
หมูยอ,1,103,103
แหนม,3,105,315
ไก่ย่าง,4,98,392
ไส้กรอกอีสาน,2,53,106
ข้าวจี่,5,127,635
แจ่วบอง,3,123,369
ไก่ย่าง,3,81,243
ไก่ย่าง,5,31,155
ปลาดุกย่าง,4,148,592
ซุปหน่อไม้,3,104,312
ตำไทย,4,49,196
น้ำตกหมู,5,84,420
ไส้กรอกอีสาน,3,131,393
ลาบหมู,3,129,387
ส้มตำ,2,131,262
ไส้กรอกอีสาน,3,53,159
ข้าวเหนียว,2,97,194
ก้อยปลา,5,34,170
ข้าวจี่,4,99,396
แจ่วบอง,5,90,450
ก้อยปลา,1,118,118
ไส้กรอกอีสาน,5,110,550
ตำแตง,3,72,216
ข้าวเหนียว,4,98,392
แหนม,5,75,375
ปลาดุกย่าง,2,124,248
